# x,y,z (meters)
0.000000,0.000000,0.000000
-0.000205,-0.000121,0.000131
0.000121,-0.000070,-0.000159
0.000127,-0.000348,-0.000512
-0.000411,-0.000312,-0.000067
-0.000512,-0.000305,-0.000012
-0.000556,-0.000390,-0.000227
-0.000562,-0.000299,-0.000212
-0.000445,-0.000043,0.000084
-0.000780,0.000037,0.000208
-0.000681,0.000232,-0.000052
-0.000780,0.000324,-0.000173
-0.000575,0.000421,-0.000965
-0.000916,0.000706,-0.001264
-0.001411,0.000839,-0.001574
-0.001881,0.000903,-0.002192
-0.002607,0.001770,-0.002856
-0.003130,0.002617,-0.003872
-0.004175,0.004166,-0.004572
-0.004868,0.005964,-0.006332
-0.005467,0.008097,-0.008637
-0.007122,0.010931,-0.010664
-0.008015,0.013218,-0.014024
-0.008981,0.015826,-0.017652
-0.009630,0.018152,-0.021409
-0.010042,0.020565,-0.025314
-0.009272,0.023019,-0.030172
-0.007894,0.024869,-0.035434
-0.006633,0.027137,-0.039984
-0.005541,0.029180,-0.043853
-0.006216,0.031480,-0.045607
-0.007270,0.033187,-0.047204
-0.009487,0.035259,-0.046961
-0.011948,0.036996,-0.046706
-0.013648,0.038175,-0.047171
-0.015355,0.038886,-0.047732
-0.016756,0.039088,-0.048551
-0.017579,0.039265,-0.049895
-0.017840,0.039462,-0.051518
-0.017715,0.039739,-0.053514
-0.017067,0.040293,-0.055674
-0.016394,0.040984,-0.057393
-0.015582,0.041769,-0.058624
-0.014134,0.042341,-0.059997
-0.012752,0.043041,-0.061225
-0.011474,0.043723,-0.061764
-0.009977,0.044230,-0.062746
-0.008282,0.044799,-0.062922
-0.006227,0.045146,-0.063523
-0.004083,0.045729,-0.064319
-0.002295,0.046298,-0.064218
-0.000003,0.046911,-0.064549
0.001980,0.047238,-0.065309
0.004793,0.047595,-0.066996
0.005686,0.048266,-0.066988
0.006409,0.049109,-0.067827
0.007333,0.049940,-0.069450
0.007591,0.050409,-0.070104
0.007004,0.050232,-0.071079
0.005451,0.049916,-0.071229
0.003731,0.049373,-0.071436
0.001554,0.049136,-0.071526
-0.001148,0.048628,-0.070466
-0.004115,0.047803,-0.068610
-0.006131,0.046541,-0.066830
-0.007463,0.045756,-0.065481
-0.007857,0.045226,-0.064794
-0.007781,0.045030,-0.065011
-0.007089,0.044796,-0.065439
-0.006502,0.044971,-0.065950
-0.005900,0.044967,-0.066040
-0.005184,0.044983,-0.066349
-0.004301,0.044932,-0.066584
-0.003223,0.044752,-0.066951
-0.001721,0.044905,-0.067568
-0.000572,0.044917,-0.068187
-0.000091,0.045269,-0.068136
0.000329,0.045357,-0.067971
0.000082,0.045307,-0.067561
0.000077,0.045166,-0.067664
-0.000370,0.045197,-0.067407
-0.000546,0.044863,-0.067732
-0.001200,0.044875,-0.067229
-0.001777,0.044788,-0.066752
-0.001951,0.044710,-0.066702
-0.002458,0.044806,-0.066408
-0.002559,0.044768,-0.066284
-0.003008,0.044837,-0.065948
-0.002911,0.044932,-0.066091
-0.002675,0.044956,-0.066175
-0.002450,0.044951,-0.066504
-0.002588,0.044856,-0.066235
-0.002896,0.045015,-0.066101
-0.002895,0.044999,-0.066144
-0.003532,0.045148,-0.065496
-0.003948,0.045051,-0.065150
-0.004389,0.045046,-0.064926
-0.004073,0.044786,-0.065501
-0.004477,0.044865,-0.065029
-0.004639,0.044801,-0.064674
-0.004928,0.044725,-0.064514
-0.004936,0.044567,-0.064361
-0.005108,0.044625,-0.064238
-0.004898,0.044439,-0.064374
-0.004946,0.044478,-0.064450
-0.005297,0.044573,-0.064059
-0.005598,0.044650,-0.063388
-0.006064,0.044685,-0.062857
-0.005906,0.044678,-0.063102
-0.006202,0.044555,-0.062596
-0.006189,0.044528,-0.062669
-0.006212,0.044227,-0.062666
-0.006562,0.044346,-0.062135
-0.006955,0.044278,-0.061713
-0.007311,0.044434,-0.061342
-0.007616,0.044574,-0.060917
-0.007831,0.044459,-0.060654
-0.008007,0.044404,-0.060348
-0.007997,0.044318,-0.060360
-0.008198,0.044252,-0.060199
-0.007747,0.043986,-0.060724
-0.007859,0.044088,-0.060479
-0.007467,0.043940,-0.061078
-0.007486,0.043973,-0.060990
-0.007521,0.043986,-0.061032
-0.007372,0.043932,-0.061228
-0.006909,0.043701,-0.061742
-0.006779,0.043672,-0.061941
-0.006826,0.043855,-0.061652
-0.006741,0.044123,-0.061561
-0.006440,0.044069,-0.061691
-0.005999,0.043914,-0.062373
-0.006246,0.044115,-0.062048
-0.005890,0.044014,-0.062602
-0.005826,0.044102,-0.062486
-0.005478,0.044000,-0.062799
