# Frame_ID, Timestamp(ns), X(m), Y(m), Z(m), Qw, Qx, Qy, Qz
305, 9823895215, 0.040823, 0.061538, -0.018298, 0.991534, 0.109191, -0.069839, -0.007783
306, 9857292413, 0.040656, 0.061501, -0.018137, 0.991717, 0.107987, -0.069187, -0.006987
307, 9891438961, 0.041139, 0.061185, -0.018258, 0.991958, 0.107446, -0.066791, -0.003721
308, 9923750638, 0.042325, 0.060503, -0.018602, 0.992127, 0.108405, -0.062656, 0.002487
309, 9957226753, 0.043611, 0.059625, -0.018842, 0.992158, 0.110674, -0.056736, 0.012419
310, 9990974664, 0.045897, 0.059159, -0.020116, 0.991937, 0.114023, -0.049320, 0.025036
311, 10025011062, 0.049167, 0.058681, -0.021326, 0.991447, 0.117645, -0.040549, 0.039347
312, 10057719469, 0.051986, 0.057900, -0.021185, 0.990800, 0.119503, -0.031996, 0.054872
313, 10091814756, 0.055637, 0.056666, -0.021815, 0.989906, 0.120064, -0.023256, 0.071628
314, 10124924421, 0.059563, 0.055325, -0.021833, 0.988743, 0.119916, -0.013453, 0.088465
315, 10158273220, 0.062620, 0.054406, -0.020291, 0.987409, 0.117850, -0.004157, 0.105435
316, 10191085815, 0.065648, 0.052548, -0.019107, 0.985907, 0.114297, 0.004577, 0.122074
317, 10225053071, 0.067691, 0.051915, -0.017429, 0.984140, 0.110896, 0.013489, 0.137800
318, 10257739543, 0.070212, 0.052021, -0.016003, 0.982026, 0.107859, 0.022410, 0.153262
319, 10291115760, 0.075005, 0.051336, -0.013758, 0.979565, 0.104669, 0.031225, 0.168883
320, 10324811220, 0.077872, 0.048961, -0.009859, 0.977737, 0.099902, 0.037483, 0.180681
321, 10358562707, 0.086656, 0.047270, -0.006804, 0.975341, 0.096084, 0.048024, 0.192801
322, 10391277074, 0.097489, 0.045479, -0.005072, 0.972329, 0.093792, 0.058250, 0.205880
323, 10424694538, 0.108025, 0.046966, -0.007835, 0.969154, 0.092954, 0.067071, 0.218177
324, 10458056688, 0.115380, 0.046562, -0.009020, 0.966525, 0.091692, 0.073858, 0.227962
325, 10491811037, 0.120399, 0.048153, -0.007305, 0.963784, 0.089317, 0.080660, 0.237986
326, 10525259256, 0.124244, 0.048966, -0.006620, 0.961012, 0.085891, 0.088083, 0.247629
327, 10558355093, 0.127548, 0.048714, -0.006588, 0.958429, 0.083713, 0.094782, 0.255778
328, 10591646671, 0.129582, 0.048294, -0.008500, 0.956667, 0.084500, 0.099436, 0.260307
329, 10625071763, 0.130451, 0.049092, -0.010541, 0.956259, 0.087437, 0.100631, 0.260379
330, 10658450603, 0.125934, 0.050744, -0.012026, 0.957243, 0.089778, 0.098153, 0.256887
331, 10691821813, 0.116500, 0.047372, -0.012919, 0.959610, 0.093237, 0.091936, 0.249005
332, 10725319862, 0.111923, 0.046405, -0.012509, 0.962700, 0.096502, 0.085284, 0.237954
333, 10759037494, 0.104705, 0.043090, -0.012308, 0.966295, 0.099049, 0.075299, 0.225372
334, 10792386770, 0.098208, 0.042897, -0.010254, 0.969407, 0.100786, 0.068752, 0.212991
335, 10825990200, 0.092631, 0.042642, -0.010917, 0.971516, 0.101760, 0.062910, 0.204558
336, 10859495878, 0.089883, 0.041154, -0.010619, 0.973354, 0.102476, 0.056743, 0.197132
337, 10892346143, 0.075792, 0.037361, -0.011756, 0.975348, 0.105181, 0.050308, 0.187356
338, 10926053285, 0.055394, 0.031307, -0.018090, 0.978208, 0.115442, 0.038537, 0.168216
339, 10959574699, 0.027091, 0.030534, -0.023176, 0.981748, 0.125871, 0.026296, 0.140127
340, 10992712736, 0.024330, 0.033864, -0.025391, 0.985265, 0.130878, 0.010493, 0.109610
341, 11026049137, 0.018811, 0.037017, -0.027483, 0.987557, 0.135113, -0.005925, 0.080258
342, 11059490680, 0.014524, 0.041017, -0.029163, 0.988696, 0.138803, -0.018361, 0.053636
343, 11092824459, 0.009895, 0.043276, -0.028612, 0.989212, 0.140373, -0.027892, 0.031269
344, 11126868247, 0.005784, 0.045292, -0.028592, 0.989301, 0.140518, -0.036831, 0.013513
345, 11159545898, 0.004518, 0.046451, -0.029652, 0.989167, 0.140113, -0.043769, 0.001139
346, 11193084001, 0.002839, 0.047172, -0.029895, 0.989205, 0.139396, -0.045050, -0.003608
347, 11226424694, 0.003426, 0.046868, -0.029063, 0.989653, 0.137666, -0.040440, 0.000522
348, 11259829759, 0.003826, 0.045772, -0.027046, 0.990636, 0.131993, -0.032254, 0.013298
349, 11293238878, 0.007370, 0.044136, -0.024819, 0.991622, 0.122885, -0.021817, 0.033317
350, 11326571226, 0.012912, 0.041466, -0.021102, 0.991828, 0.113044, -0.008986, 0.058454
351, 11360027790, 0.021725, 0.039411, -0.016983, 0.990828, 0.103420, 0.006863, 0.086704
352, 11393516063, 0.030101, 0.038764, -0.015117, 0.988418, 0.094649, 0.024681, 0.116024
353, 11426841259, 0.049220, 0.035263, -0.012989, 0.984814, 0.087326, 0.041620, 0.144162
354, 11460142850, 0.066442, 0.030013, -0.010316, 0.980597, 0.082335, 0.057786, 0.168258
355, 11493456125, 0.089633, 0.028888, -0.010939, 0.976468, 0.078612, 0.070525, 0.188033
356, 11527397632, 0.104206, 0.031293, -0.011588, 0.973104, 0.075295, 0.080151, 0.202421
357, 11560257434, 0.112301, 0.030231, -0.013666, 0.970696, 0.072421, 0.087360, 0.211833
358, 11593675613, 0.116400, 0.029207, -0.014245, 0.969178, 0.071699, 0.091400, 0.217254
359, 11627013683, 0.116653, 0.027861, -0.015224, 0.968772, 0.073694, 0.092285, 0.218021
360, 11660594701, 0.108215, 0.027637, -0.018483, 0.969628, 0.078737, 0.090107, 0.213314
361, 11693987607, 0.095641, 0.026999, -0.024135, 0.971552, 0.087434, 0.085683, 0.202734
362, 11727383852, 0.079457, 0.027196, -0.032984, 0.974464, 0.098708, 0.078395, 0.185824
363, 11760668277, 0.061635, 0.032661, -0.038275, 0.978209, 0.109428, 0.067696, 0.162940
364, 11794178485, 0.047174, 0.035760, -0.043632, 0.982432, 0.115188, 0.055037, 0.136128
365, 11827657938, 0.033032, 0.038145, -0.045446, 0.986504, 0.115426, 0.039599, 0.109175
366, 11860986471, 0.020812, 0.041044, -0.046026, 0.989744, 0.113616, 0.025980, 0.082605
367, 11894434928, 0.013292, 0.046085, -0.041406, 0.992177, 0.108159, 0.015035, 0.060507
368, 11927809715, 0.007771, 0.049750, -0.038337, 0.993949, 0.100482, 0.007500, 0.043737
369, 11961293220, 0.001717, 0.052049, -0.033167, 0.995064, 0.093906, 0.005110, 0.031670
370, 11994743108, -0.000868, 0.053585, -0.029493, 0.995837, 0.087981, 0.006921, 0.022820
371, 12028084993, -0.003073, 0.055576, -0.024290, 0.996468, 0.081129, 0.014526, 0.016082
372, 12061411619, -0.003394, 0.056366, -0.021143, 0.997010, 0.072735, 0.023613, 0.011104
373, 12095148086, -0.001748, 0.057672, -0.018127, 0.997338, 0.063542, 0.034742, 0.008462
374, 12128597736, 0.008299, 0.062487, -0.010727, 0.997324, 0.053647, 0.048828, 0.009095
375, 12161627054, 0.024678, 0.065315, -0.002874, 0.996840, 0.045061, 0.064317, 0.011921
376, 12195167779, 0.044634, 0.068711, 0.003780, 0.996176, 0.039551, 0.076612, 0.014166
377, 12229047536, 0.056598, 0.069992, 0.004353, 0.995585, 0.036651, 0.085199, 0.014424
378, 12261825561, 0.063924, 0.068548, 0.006738, 0.995223, 0.034520, 0.090396, 0.012959
379, 12295314550, 0.066238, 0.068666, 0.009054, 0.995092, 0.032681, 0.092643, 0.011865
380, 12328758478, 0.066371, 0.070537, 0.012396, 0.995162, 0.030866, 0.092695, 0.010347
381, 12362353086, 0.063631, 0.070298, 0.015443, 0.995374, 0.027903, 0.091676, 0.006904
382, 12395510673, 0.059559, 0.070190, 0.019290, 0.995614, 0.024762, 0.090185, 0.002471
383, 12429257392, 0.058064, 0.072326, 0.021399, 0.995868, 0.021688, 0.088176, -0.001283
384, 12462563514, 0.056780, 0.072172, 0.024191, 0.996025, 0.018815, 0.086996, -0.003392
385, 12495573043, 0.056063, 0.072061, 0.025755, 0.996188, 0.016467, 0.085570, -0.003985
386, 12528956651, 0.055528, 0.071380, 0.025332, 0.996324, 0.015017, 0.084215, -0.004577
387, 12562473535, 0.054125, 0.071039, 0.025980, 0.996393, 0.014951, 0.083371, -0.005130
388, 12595833301, 0.054123, 0.070323, 0.024720, 0.996503, 0.015543, 0.081896, -0.005799
389, 12629582643, 0.051258, 0.069390, 0.022483, 0.996636, 0.017213, 0.079944, -0.005428
390, 12663105010, 0.049487, 0.068782, 0.019580, 0.996763, 0.020549, 0.077617, -0.004161
391, 12696337699, 0.045731, 0.065057, 0.014855, 0.996935, 0.026160, 0.073684, -0.002749
392, 12729762554, 0.036126, 0.060662, 0.008608, 0.997057, 0.034507, 0.068447, -0.001259
393, 12762902259, 0.026097, 0.056875, -0.001808, 0.997029, 0.045379, 0.062236, 0.000323
394, 12796251296, 0.014822, 0.052264, -0.011937, 0.996846, 0.057196, 0.054978, 0.002135
395, 12829728364, 0.007022, 0.046364, -0.021891, 0.996593, 0.068389, 0.045846, 0.004755
396, 12862975358, 0.007049, 0.043745, -0.029271, 0.996251, 0.077305, 0.037974, 0.008136
397, 12896548509, 0.008111, 0.042987, -0.034402, 0.995925, 0.083704, 0.030923, 0.013063
398, 12930446386, 0.010482, 0.041986, -0.039646, 0.995666, 0.087674, 0.024195, 0.019422
399, 12963205575, 0.013769, 0.040940, -0.045295, 0.995316, 0.091604, 0.017374, 0.025540
400, 12996671915, 0.017147, 0.039826, -0.050733, 0.994843, 0.095840, 0.011192, 0.031250
401, 13030328273, 0.021194, 0.038871, -0.056760, 0.994215, 0.100473, 0.004617, 0.037681
402, 13064047574, 0.025578, 0.037983, -0.062774, 0.993259, 0.106565, -0.000562, 0.045609
403, 13097441196, 0.031011, 0.037235, -0.068956, 0.992251, 0.111882, -0.004922, 0.053814
404, 13130169391, 0.035323, 0.036730, -0.073187, 0.991364, 0.115020, -0.008904, 0.062365
405, 13163496494, 0.039370, 0.035423, -0.075657, 0.990394, 0.117307, -0.011041, 0.072370
406, 13197032213, 0.043185, 0.034547, -0.077690, 0.989377, 0.118323, -0.011703, 0.083642
407, 13230239391, 0.046128, 0.033750, -0.079110, 0.988398, 0.118737, -0.012046, 0.093941
408, 13263876676, 0.048751, 0.033204, -0.080353, 0.987644, 0.118997, -0.013609, 0.101066
409, 13297076463, 0.051295, 0.032925, -0.082325, 0.986869, 0.121045, -0.015021, 0.105890
410, 13330467462, 0.053042, 0.032667, -0.084394, 0.986265, 0.124119, -0.016585, 0.107707
411, 13363903284, 0.054330, 0.032759, -0.086652, 0.985773, 0.127618, -0.019608, 0.107614
412, 13397294521, 0.053860, 0.032853, -0.087704, 0.985302, 0.131267, -0.023542, 0.106742
413, 13430743217, 0.053487, 0.033077, -0.088616, 0.985103, 0.133542, -0.026814, 0.104973
414, 13464276313, 0.052298, 0.033448, -0.089421, 0.984949, 0.135735, -0.029612, 0.102829
415, 13497528314, 0.051153, 0.033964, -0.090723, 0.984842, 0.138187, -0.031370, 0.100036
416, 13531019687, 0.049504, 0.034355, -0.090226, 0.984937, 0.139509, -0.031985, 0.097021
417, 13564423799, 0.047940, 0.034551, -0.089099, 0.985451, 0.138303, -0.031054, 0.093777
418, 13598125457, 0.045782, 0.034830, -0.087249, 0.986160, 0.136140, -0.028328, 0.090293
419, 13631166934, 0.043473, 0.034810, -0.084262, 0.986755, 0.135104, -0.024616, 0.086343
420, 13664578676, 0.041734, 0.035334, -0.081749, 0.987312, 0.134847, -0.020318, 0.081357
421, 13698021173, 0.038656, 0.035405, -0.077097, 0.988111, 0.133317, -0.014472, 0.075190
422, 13731407403, 0.035360, 0.036132, -0.071692, 0.989065, 0.130661, -0.009044, 0.067791
423, 13764803647, 0.031432, 0.036686, -0.066001, 0.990168, 0.126922, -0.005912, 0.058510
424, 13798166036, 0.027851, 0.037251, -0.061073, 0.991327, 0.122295, -0.003893, 0.047964
425, 13831551074, 0.024771, 0.038136, -0.057255, 0.992325, 0.117857, -0.002600, 0.037345
426, 13865028619, 0.022725, 0.038738, -0.055148, 0.992981, 0.115034, -0.002615, 0.027373
427, 13898452281, 0.020772, 0.039668, -0.054132, 0.993182, 0.115083, -0.003157, 0.018344
428, 13932451963, 0.018668, 0.040121, -0.053540, 0.993170, 0.116022, -0.003489, 0.011791
429, 13965204477, 0.017490, 0.040553, -0.053401, 0.993239, 0.115595, -0.004006, 0.009927
430, 13998639822, 0.017706, 0.040048, -0.053358, 0.993362, 0.114287, -0.002776, 0.012757
431, 14031953811, 0.018706, 0.039590, -0.053280, 0.993420, 0.112904, 0.000216, 0.019195
432, 14065388679, 0.020055, 0.038882, -0.053732, 0.993406, 0.110966, 0.004393, 0.028490
433, 14098774909, 0.021974, 0.038204, -0.053784, 0.993190, 0.109582, 0.008702, 0.038595
434, 14132180452, 0.024421, 0.037365, -0.054084, 0.992818, 0.108589, 0.012485, 0.048641
435, 14165521860, 0.026904, 0.037076, -0.055015, 0.992311, 0.108411, 0.015492, 0.057669
436, 14199012994, 0.028259, 0.036604, -0.056192, 0.991700, 0.109190, 0.019049, 0.065155
437, 14232461929, 0.029446, 0.036309, -0.055638, 0.991241, 0.109460, 0.022355, 0.070431
438, 14265784025, 0.030612, 0.035950, -0.053801, 0.991097, 0.107568, 0.024336, 0.074593
439, 14299288272, 0.031642, 0.035818, -0.053100, 0.991129, 0.104447, 0.025478, 0.078131
440, 14332649469, 0.032281, 0.035981, -0.052255, 0.991146, 0.101957, 0.026584, 0.080791
441, 14366022586, 0.032870, 0.035789, -0.052306, 0.991046, 0.100932, 0.027987, 0.082810
442, 14399338245, 0.034139, 0.036325, -0.052691, 0.990919, 0.100543, 0.029273, 0.084345
443, 14432809829, 0.034380, 0.036048, -0.052261, 0.990825, 0.100221, 0.029963, 0.085579
444, 14466460227, 0.034842, 0.035854, -0.052338, 0.990715, 0.100851, 0.030149, 0.086042
445, 14499515771, 0.035012, 0.036100, -0.052451, 0.990649, 0.101469, 0.030228, 0.086046
446, 14533048629, 0.035146, 0.035998, -0.052255, 0.990613, 0.101300, 0.030230, 0.086660
447, 14566518068, 0.035329, 0.036058, -0.052134, 0.990504, 0.101071, 0.030689, 0.087999
448, 14599746704, 0.035024, 0.035793, -0.051942, 0.990362, 0.101027, 0.031563, 0.089336
449, 14633203506, 0.035252, 0.036122, -0.051631, 0.990235, 0.100788, 0.032367, 0.090713
450, 14666594743, 0.035909, 0.036196, -0.051596, 0.990158, 0.100210, 0.032951, 0.091977
451, 14700110435, 0.036457, 0.036291, -0.052167, 0.990080, 0.099802, 0.033530, 0.093038
452, 14733380794, 0.036203, 0.036391, -0.051835, 0.990037, 0.099636, 0.034077, 0.093482
453, 14766752719, 0.036297, 0.036369, -0.051851, 0.990109, 0.099385, 0.033620, 0.093151
454, 14800217866, 0.035678, 0.036038, -0.052033, 0.990244, 0.099753, 0.032412, 0.091733
455, 14833562612, 0.035042, 0.035843, -0.051992, 0.990392, 0.100410, 0.031258, 0.089804
456, 14867034435, 0.035621, 0.036424, -0.052007, 0.990523, 0.100478, 0.030914, 0.088393
457, 14900442123, 0.035175, 0.036283, -0.051909, 0.990673, 0.099928, 0.031068, 0.087275
458, 14933892011, 0.035021, 0.036337, -0.051318, 0.990858, 0.098790, 0.030940, 0.086506
459, 14967265844, 0.034568, 0.036583, -0.050564, 0.991003, 0.097270, 0.031177, 0.086490
460, 15000592947, 0.033860, 0.036246, -0.049512, 0.991119, 0.095453, 0.031467, 0.087068
461, 15034077167, 0.033967, 0.036510, -0.049704, 0.991167, 0.094536, 0.031195, 0.087626
462, 15067430257, 0.033525, 0.036746, -0.049789, 0.991162, 0.093906, 0.030896, 0.088454
463, 15101105928, 0.033393, 0.036593, -0.050336, 0.991143, 0.093825, 0.030458, 0.088912
464, 15134460210, 0.033150, 0.036335, -0.050806, 0.991114, 0.094409, 0.029719, 0.088863
465, 15167613029, 0.031936, 0.036268, -0.050849, 0.991203, 0.094755, 0.029146, 0.087679
466, 15201043605, 0.029377, 0.035602, -0.050677, 0.991443, 0.094344, 0.028229, 0.085697
467, 15234383583, 0.028440, 0.035969, -0.050194, 0.991719, 0.093984, 0.027569, 0.083070
468, 15267941951, 0.026871, 0.035859, -0.049922, 0.992144, 0.091664, 0.027124, 0.080696
469, 15301759243, 0.024638, 0.036250, -0.049377, 0.992630, 0.088656, 0.025569, 0.078560
470, 15335230588, 0.022188, 0.036175, -0.049031, 0.993008, 0.087117, 0.024433, 0.075818
471, 15367940902, 0.019521, 0.036062, -0.048545, 0.993431, 0.084846, 0.022313, 0.073477
472, 15401967287, 0.017744, 0.035584, -0.048758, 0.993637, 0.082593, 0.019120, 0.074153
473, 15435036420, 0.017462, 0.035259, -0.050686, 0.993316, 0.082941, 0.018812, 0.078045
474, 15469217061, 0.016454, 0.035436, -0.052391, 0.992434, 0.086911, 0.022169, 0.083848
475, 15502208948, 0.017028, 0.035775, -0.054215, 0.991257, 0.091493, 0.028183, 0.090796
476, 15534976005, 0.016959, 0.036818, -0.054471, 0.990145, 0.093919, 0.034878, 0.097857
477, 15568380832, 0.015452, 0.036888, -0.053654, 0.989165, 0.096909, 0.041716, 0.102080
478, 15602425813, 0.014879, 0.037379, -0.054944, 0.988411, 0.101984, 0.047504, 0.101910
479, 15635794639, 0.015275, 0.037137, -0.054936, 0.988119, 0.104471, 0.051483, 0.100283
480, 15668889760, 0.015844, 0.036792, -0.055384, 0.987926, 0.104079, 0.054002, 0.101264
481, 15701944112, 0.015191, 0.036205, -0.055450, 0.987213, 0.105454, 0.057738, 0.104674
482, 15736023664, 0.015232, 0.035274, -0.057176, 0.986069, 0.108742, 0.062509, 0.109250
483, 15769407033, 0.015472, 0.035622, -0.059301, 0.985116, 0.110150, 0.066929, 0.113732
484, 15802060604, 0.014699, 0.035264, -0.058206, 0.984802, 0.107761, 0.069000, 0.117435
485, 15835480451, 0.014237, 0.034791, -0.056945, 0.985198, 0.104214, 0.068317, 0.117714
486, 15869122982, 0.013860, 0.034334, -0.055704, 0.985767, 0.101532, 0.067647, 0.115667
487, 15902346372, 0.013417, 0.035048, -0.055233, 0.986524, 0.099183, 0.066259, 0.111992
488, 15935733556, 0.013650, 0.035388, -0.055872, 0.987405, 0.097930, 0.063425, 0.106854
489, 15969069957, 0.013758, 0.036195, -0.056142, 0.988146, 0.098178, 0.060672, 0.101230
490, 16002537012, 0.014132, 0.036699, -0.057245, 0.988653, 0.099478, 0.058098, 0.096406
491, 16036005735, 0.014874, 0.037163, -0.057371, 0.988865, 0.100676, 0.056619, 0.093831
492, 16069629192, 0.016070, 0.037783, -0.057336, 0.988853, 0.100756, 0.056431, 0.093988
493, 16102760553, 0.016096, 0.037482, -0.057014, 0.988688, 0.100368, 0.057113, 0.095710
494, 16136765718, 0.016852, 0.037099, -0.056546, 0.988535, 0.098976, 0.058004, 0.098168
495, 16170164108, 0.016733, 0.036985, -0.056389, 0.988417, 0.098379, 0.058548, 0.099631
496, 16203279733, 0.017059, 0.037156, -0.056857, 0.988343, 0.099246, 0.058553, 0.099502
497, 16236411571, 0.016803, 0.036982, -0.057253, 0.988442, 0.099099, 0.058241, 0.098844
498, 16270341396, 0.016739, 0.037189, -0.057846, 0.988624, 0.098658, 0.057342, 0.097988
499, 16303167343, 0.016123, 0.037536, -0.057752, 0.988738, 0.098122, 0.056746, 0.097722
500, 16336563825, 0.016540, 0.037301, -0.057521, 0.988800, 0.097246, 0.056946, 0.097848
501, 16369862318, 0.016579, 0.037636, -0.057847, 0.988897, 0.096553, 0.057015, 0.097516
502, 16403306484, 0.016707, 0.037605, -0.058818, 0.989065, 0.096587, 0.056385, 0.096132
503, 16436787605, 0.016492, 0.037575, -0.058800, 0.989160, 0.097068, 0.056034, 0.094867
504, 16470365762, 0.016400, 0.037687, -0.058292, 0.989156, 0.096953, 0.056428, 0.094795
505, 16503472805, 0.016770, 0.037603, -0.058663, 0.989073, 0.096993, 0.057156, 0.095181
506, 16536883115, 0.016838, 0.037686, -0.058259, 0.988968, 0.097439, 0.057777, 0.095441
507, 16570271253, 0.017156, 0.037709, -0.058428, 0.988944, 0.097350, 0.057897, 0.095708
508, 16603623628, 0.016913, 0.038281, -0.057749, 0.989062, 0.096312, 0.057982, 0.095488
509, 16637111186, 0.016567, 0.038228, -0.057040, 0.989342, 0.094561, 0.057358, 0.094712
510, 16670495986, 0.016757, 0.038859, -0.057233, 0.989709, 0.093617, 0.055293, 0.093025
511, 16703950405, 0.016733, 0.039051, -0.057719, 0.990011, 0.093995, 0.053524, 0.090439
512, 16737369060, 0.016768, 0.039150, -0.057991, 0.990206, 0.094828, 0.052355, 0.088078
513, 16770644187, 0.017301, 0.038709, -0.058762, 0.990337, 0.095667, 0.051225, 0.086356
514, 16804055452, 0.017435, 0.038883, -0.058997, 0.990373, 0.096339, 0.050540, 0.085587
515, 16837535858, 0.017317, 0.039167, -0.058840, 0.990331, 0.096503, 0.050799, 0.085740
516, 16870913267, 0.017806, 0.039051, -0.058962, 0.990314, 0.095865, 0.051083, 0.086476
517, 16905390977, 0.017388, 0.039119, -0.058197, 0.990316, 0.094926, 0.051162, 0.087444
518, 16937982082, 0.017404, 0.039080, -0.057635, 0.990278, 0.094324, 0.051911, 0.088077
519, 16971460342, 0.017364, 0.038950, -0.057511, 0.990270, 0.093855, 0.052350, 0.088412
520, 17004879236, 0.016905, 0.039333, -0.057612, 0.990374, 0.093302, 0.052136, 0.087950
521, 17038231611, 0.016946, 0.039782, -0.057552, 0.990611, 0.092494, 0.051508, 0.086498
522, 17071677684, 0.016286, 0.040296, -0.057226, 0.990937, 0.091764, 0.050390, 0.084173
523, 17104977130, 0.015308, 0.040771, -0.056348, 0.991270, 0.091299, 0.049193, 0.081417
524, 17138426065, 0.015262, 0.041097, -0.056706, 0.991547, 0.090974, 0.048362, 0.078868
525, 17171822309, 0.015104, 0.041670, -0.057323, 0.991765, 0.090727, 0.047937, 0.076631
526, 17205043077, 0.014977, 0.041722, -0.057229, 0.991924, 0.090836, 0.047306, 0.074824
527, 17238319873, 0.014950, 0.041653, -0.057342, 0.992033, 0.091032, 0.046684, 0.073518
528, 17271716594, 0.014904, 0.041651, -0.056965, 0.992049, 0.091159, 0.046497, 0.073255
529, 17305036544, 0.015070, 0.041602, -0.057034, 0.992014, 0.091223, 0.046981, 0.073340
530, 17338490247, 0.014782, 0.041691, -0.056983, 0.992037, 0.090780, 0.047176, 0.073461
531, 17372618198, 0.015080, 0.041969, -0.056945, 0.992145, 0.089985, 0.047158, 0.072982
532, 17405369281, 0.015019, 0.042179, -0.056481, 0.992269, 0.089296, 0.047014, 0.072241
533, 17438651323, 0.014614, 0.041968, -0.056197, 0.992389, 0.088499, 0.046706, 0.071761
534, 17472087860, 0.015408, 0.041902, -0.056435, 0.992383, 0.088774, 0.046787, 0.071462
535, 17505511283, 0.016260, 0.041575, -0.057575, 0.992116, 0.091459, 0.048162, 0.070857
536, 17538868904, 0.018082, 0.041065, -0.060092, 0.991429, 0.096999, 0.051348, 0.070873
537, 17572269201, 0.023497, 0.039419, -0.068718, 0.990061, 0.106669, 0.057114, 0.071693
538, 17605681180, 0.025498, 0.039020, -0.071680, 0.987073, 0.124402, 0.070556, 0.072333
539, 17639820575, 0.025621, 0.036560, -0.071663, 0.985185, 0.136695, 0.078171, 0.067927
540, 17672460079, 0.027855, 0.035516, -0.075290, 0.982250, 0.152317, 0.085189, 0.068755
541, 17705951213, 0.031360, 0.033082, -0.077938, 0.979383, 0.164725, 0.090538, 0.074010
542, 17739557027, 0.033614, 0.031873, -0.080359, 0.976114, 0.176861, 0.095463, 0.082512
543, 17772680997, 0.037885, 0.027224, -0.081660, 0.972571, 0.189394, 0.101083, 0.089539
544, 17806296586, 0.042252, 0.029422, -0.086545, 0.968920, 0.200631, 0.105710, 0.098831
545, 17839796543, 0.048519, 0.029097, -0.090076, 0.964899, 0.210698, 0.111021, 0.110681
546, 17873192548, 0.056322, 0.031819, -0.095551, 0.959796, 0.219115, 0.119963, 0.128018
547, 17906581878, 0.064211, 0.037465, -0.101405, 0.952756, 0.226514, 0.132567, 0.152882
548, 17939661026, 0.079475, 0.035123, -0.108866, 0.943974, 0.232644, 0.149129, 0.180418
549, 17972974538, 0.087785, 0.032058, -0.109797, 0.940852, 0.230647, 0.153361, 0.195142
550, 18006422042, 0.094040, 0.027809, -0.108600, 0.937317, 0.227847, 0.157445, 0.211503
551, 18039891481, 0.104749, 0.033537, -0.113160, 0.931546, 0.225487, 0.166542, 0.231604
552, 18073222637, 0.112334, 0.032942, -0.114559, 0.924421, 0.221405, 0.180341, 0.252789
553, 18106584072, 0.116243, 0.022828, -0.108848, 0.922424, 0.214729, 0.183768, 0.263161
554, 18139943122, 0.119330, 0.017747, -0.104155, 0.922063, 0.208934, 0.184659, 0.268416
555, 18173404455, 0.123853, 0.012994, -0.101425, 0.922085, 0.203536, 0.186255, 0.271371
556, 18206794977, 0.125301, 0.011906, -0.100031, 0.922432, 0.201337, 0.188282, 0.270431
557, 18240295886, 0.119635, 0.015107, -0.099609, 0.925833, 0.198217, 0.183714, 0.264182
558, 18273678541, 0.113043, 0.012914, -0.096981, 0.931030, 0.195499, 0.176363, 0.252704
559, 18307101964, 0.108051, 0.011559, -0.095361, 0.936921, 0.194399, 0.167171, 0.237577
560, 18340569257, 0.104203, 0.007310, -0.093576, 0.941490, 0.196314, 0.160045, 0.222359
561, 18373962640, 0.100162, 0.008009, -0.094513, 0.943841, 0.202296, 0.157545, 0.208375
562, 18407470941, 0.093164, 0.009045, -0.096705, 0.945956, 0.208527, 0.152506, 0.196026
563, 18440660715, 0.086910, 0.013783, -0.099315, 0.948623, 0.214619, 0.143797, 0.182692
564, 18474168539, 0.082041, 0.015965, -0.101390, 0.951197, 0.218702, 0.134480, 0.171198
565, 18507536888, 0.077836, 0.015588, -0.102005, 0.952439, 0.224293, 0.126077, 0.163273
566, 18540931463, 0.078278, 0.019216, -0.103703, 0.952941, 0.229159, 0.120397, 0.157778
567, 18574386119, 0.074179, 0.022893, -0.105400, 0.953389, 0.232365, 0.115905, 0.153697
568, 18607754707, 0.073546, 0.022563, -0.105461, 0.954402, 0.234040, 0.108302, 0.150373
569, 18641240358, 0.074006, 0.023150, -0.106177, 0.954069, 0.237683, 0.105889, 0.148483
570, 18674611330, 0.073828, 0.025608, -0.108669, 0.953338, 0.240879, 0.105267, 0.148471
571, 18708077669, 0.071185, 0.026606, -0.111736, 0.953163, 0.244481, 0.100893, 0.146730
572, 18741522312, 0.067824, 0.030672, -0.115269, 0.953443, 0.248485, 0.095365, 0.141800
573, 18774927377, 0.065017, 0.032650, -0.117354, 0.954221, 0.251329, 0.089121, 0.135476
574, 18808267831, 0.062348, 0.033517, -0.120263, 0.954627, 0.255086, 0.083748, 0.128860
575, 18841610431, 0.049336, 0.035078, -0.125609, 0.954768, 0.260476, 0.076904, 0.121065
576, 18875070095, 0.045492, 0.034926, -0.126160, 0.955594, 0.266177, 0.063025, 0.109629
577, 18908399820, 0.044145, 0.036897, -0.126613, 0.955849, 0.271562, 0.052627, 0.099185
578, 18942072153, 0.041686, 0.037831, -0.126699, 0.955111, 0.277136, 0.047253, 0.093412
579, 18975624084, 0.041518, 0.038176, -0.128081, 0.954274, 0.280957, 0.044720, 0.091781
580, 19008796215, 0.041170, 0.039126, -0.130417, 0.953456, 0.283703, 0.043225, 0.092552
581, 19041913986, 0.041348, 0.037211, -0.130880, 0.952811, 0.285205, 0.040981, 0.095549
582, 19076045513, 0.043962, 0.037154, -0.133643, 0.951183, 0.289090, 0.038831, 0.100845
583, 19109421968, 0.046623, 0.038119, -0.137598, 0.948758, 0.294195, 0.038504, 0.108743
